char,voice,text
ame,fem_ame_01443,詳しくは聞けなかったから、かいちょーに教えてもらえると嬉しいなあ……今後もしてあげたいから……
ame,fem_ame_01444,えっなんで？　私、今までその手の話題聞きながしてたから、どっちかって言うとああしろこうしろって言われたい。ちゃんと気持ちよくしてあげたいし……
ame,fem_ame_01445,あと、かいちょーに求められるの嬉しい
ame,fem_ame_01446,うんうん！　私、かいちょーにお仕事任されるの好きだよ！
ame,fem_ame_01447,あっ、やっぱりそうなんだね！　こう？　ぎゅーって！　こう？
ame,fem_ame_01448,あっ、上下？　上下にこすればいいんだ？
ame,fem_ame_01449,えっぜんぜん？
ame,fem_ame_01450,こう？　こう？
ame,fem_ame_01451,えーっ嬉しい嬉しい！　なんで謝ったの？　かいちょー、すごく気持ちよさそうにしてて、私いま、すっごくがんばり甲斐ある！
ame,fem_ame_01452,あ！　いま絶対気持ちよかったでしょ！
ame,fem_ame_01453,えいっ、ぎゅっ！　ぎゅーっ！　こうでしょ？　こうだよね？
ame,fem_ame_01454,私、コツ掴んだかもしれない！　ただ擦るんじゃなくて、掻きまぜるみたいに……あっ特に上のほう力入れると気持ちよさそうかも！？
ame,fem_ame_01455,えーっすごい、私できたできた！　かいちょー見て、すっごく出た！　私、自分の手でかいちょー喜ばせてあげられたよ！
ame,fem_ame_01456,えっダメなの！？　えっどうしよう……えーっごめん、私、気持ちいいんだと思ってさー！
ame,fem_ame_01457,あっ、くすぐったいのわかるかも……くすぐられるのも、少し気持ちよさあるもんね……そっかあ、気持ちいいがいき過ぎると、くすぐったいになるんだあ……
ame,fem_ame_01458,あっ、そうだね！　このままだと服に……床にも垂れちゃうね！
ame,fem_ame_01459,あ……お気に入りの下着だったのに、かいちょーに着けてるとこ見てもらえなかったなあ……
ame,fem_ame_01460,うん、どうせあとで脱ぐと思って、シャワー浴びたあとに……ガっ、ガッコでは穿いてたよ！？
ame,fem_ame_01461,男の子って、上から乗っかられるのも興奮するって……
ame,fem_ame_01462,特に真面目な男子はこういうのに……女の子から責められるのに弱いって話してたの聞いて……かいちょーきだったらいいなって
ame,fem_ame_01463,前は私がしてもらったから、今日は私がするね
ame,fem_ame_01464,あっ！　かいちょー、大っきくなってる！？　えーっ嬉しい！　えーっやっぱり乗られるの好きなんだ！？　えーっ！
ame,fem_ame_01465,ねねね、かいちょーの好きな足だよ。手の置き場所ないよね？　ほら、ここ握って
ame,fem_ame_01466,今日もいっぱい触っていいよ。かいちょーだけの足だよ。好きなように撫でて、好きなだけ揉んで
ame,fem_ame_01467,えへへ嬉しい。照れちゃう。でもかいちょーに誉めてもらうと、特別『きゅーっ！』ってなるから、もっと誉めて
ame,fem_ame_01468,あっ、反応したあ……じゃ、じゃあ、入れちゃうね
ame,fem_ame_01469,うん、しょっ！
ame,fem_ame_01470,んっ、あっ……！　１０日ぶり……！
ame,fem_ame_01471,うん、ちょっと……でっ、でも、前回よりぜんぜーき！　少しは慣れたのかな……
ame,fem_ame_01472,でも、もっと回数重ねれば、痛みはまったくなくなるのかな……これからもいっぱいしようね……してね
ame,fem_ame_01473,んッ、ふっ、んッ……！　んっ、くっ、はあッ……んっ、ふうっ、はッ……んっ！
ame,fem_ame_01474,んッ、はっ、んっ、ふうっ……んッ、ふっ、んうッ……んっ！　ふッ、はあっ、んっ……！
ame,fem_ame_01475,はっ、はあっ、んッ……どっ、どう、かな……はあっ、んッ、ふっ……やっ、あっ、はああっ……んッ、ンくっ……
ame,fem_ame_01476,はーっ……はあっ、はッ、はっ……か、かいちょーが、気持ちよくなってると、いいな……あッ、はあっ、はっ、んっ……んっ！　んンッ！
ame,fem_ame_01477,あっ！？　あっ、んッ……！　かいちょー、下から……んっ！　あっ、んっ、くッ、んっ！　んんッ！
ame,fem_ame_01478,あっ、やっ、かいちょー……！　んッ、あっ、やっ、んッ！　あっ、あはっ、自分で動くより、気持ちいい、かも……
ame,fem_ame_01479,うっ、うんっ……！　私も、かいちょーに合わせて動いてみる、ねっ……！
ame,fem_ame_01480,あッ、はっ、んッ……あっ、ああっ、あッ……んっ！　はッ、難し……やんっ！　あっ、はあッ、あっ……んっ！　ああッ、やっ！
ame,fem_ame_01481,ああっ、あっ、んくッ、んっ！　はっ、んッ、ああっ、やっ、あはっ、抜け、抜けそうに、なっちゃうね……あっ、やっ！　ああっ、はッ、やっ……んっ！
ame,fem_ame_01482,はーっ……はあっ、はッ、んッ……やっ！　やだっ、あッ、んッ……はっ、あっ、がんばる……わたし、がんばるから……
ame,fem_ame_01483,あっ、やっ、んッ……あっ、はあっ、やっ、んッ！　あっ、おくっ、奥っ……深くまで、ずるって入る持ちいい……んっ！
ame,fem_ame_01484,やっ、あっ、んッ、やんっ！　ああっ、はッ、んっ、くっ……はあっ、ふうッ……んっ！　くふッ、やっ、あッ、ああっ、やんっ！
ame,fem_ame_01485,あっ、やっ……前より、気持ちいいの、わかってきた、かも……？　じんときて、きゅっとなるね……えへへっ……んっ！
ame,fem_ame_01486,えっ、だって、なんかいやらしーから……えへへ、なんでそんなに慌ててるの？
ame,fem_ame_01487,あっ、もしかして、乳首弱いんだ……？　んッ、あっ、はあっ……えいえい……んッ！　えいっ……
ame,fem_ame_01488,えへへ、楽しかったんだけどなあ……んッ！　でも中できないならやめるね……んッ！　あっ、はッ……んっ！　やんっ！
ame,fem_ame_01489,やっ！　あッ、はあっ……やっ、んっ！　あっ、はあっ……かいちょー、もっと深く……んッ！　あっ、そこッ……あっ、やあっ、あっ、ああっ！
ame,fem_ame_01490,あんッ！　あっ、ああッ、はっ、やっ、かいちょーと動き、合ってる……んっ！　あっ、ああッ、今までで一番気持ちいいかも……んっ！　あっ、はあっ！
ame,fem_ame_01491,あッ、やっ、ああッ、やっ！　やんっ！　ああッ、はっ、んッ……！　あっ、かいちょー、もっと……速く、できる……？
ame,fem_ame_01492,あッ、はあっ、あっ、やっ、んッ！　あっ、やっ、すごっ、あっ、愛しっ……あっ、ああっ、やっ、あんっ！
ame,fem_ame_01493,はあッ、やっ、すごっ、すごいねッ……あっ、ああっ、はッ、やっ、あッ……ああっ、気持ちいいって、わかって、きた、かも……ああっ、あっ、やんっ！
ame,fem_ame_01494,あっ、やっ、かいちょー、すごっ……！　ああッ、はッ、やっ……みんなが、したくなるのわかる……あっ、これっ、あっ、すごっ、ああっ、すごいかもっ！
ame,fem_ame_01495,やあっ、はッ、ああっ、あんっ！　ひうっ、んッ、ああッ、あっ、はあっ、んっ！　あああッ、かいちょーっ……あっ、ああッ！
ame,fem_ame_01496,やっ、好きっ、あっ、これっ、すごっ！　あっ、好きって気持ちが、あっ、いっぱいになるっ……あっ、ああっ、こういう、もの、なんだっ……やあんっ！
ame,fem_ame_01497,とめどなくってなに……？　あッ、やっ、ああッ、でもっ、なんとなくわかる……！　あッ、やっ、わたしも、かいちょーが好きっ……気持ちよくて好き……！
ame,fem_ame_01498,やっ、ああっ、それっ、やばいよおっ……！　あっ、やあっ！　あっ、やんっ！　ひゃふっ、あっ、ンくッ、あっ、ああっ、やっ、あんっ！
ame,fem_ame_01499,やっ、やばいっ、これっ……ああッ、あっ、すごっ、あっ、んうッ……！　好きって、言われると、あッ、やんっ！　あッ、やあっ、あっ……やんっ！
ame,fem_ame_01500,あっ、やっ、いまっ、すっごくやらしー気持ちになってる……！　あッ、かいちょーと、気持ちいいことしたいよおっ……！
ame,fem_ame_01501,あっ、やあっ！　ああッ、やっ！　はげしっ、あッ！　かいちょー、それいいッ！　ああッ、ああっ、やっあっ、やあんっ！
ame,fem_ame_01502,ひあっ、あっ、やっ、ひゃんっ！　あッ、やっ、してっ！　ああっ、もっと、動いてっ……ああっ！　速くしてっ！　あっ、やあっ、もっとしてっ！
ame,fem_ame_01503,やああああっ、あっ、なにこれ、ヘンになるぅっ……！　ああッ、あっ、やっ、なにこれっ、あっ、待ってっ、とめてっ、あっ、ああっ、やっ！
ame,fem_ame_01504,あっ、やっ、いじわるっ……！　ああッ、あっ、やっ、でもっ……あっ、かいちょーにイジメられるの、好き、かもっ……！
ame,fem_ame_01505,やあっ、あっ、きもちいっ……あっ、ああッ、んっ！　ひうッ！　あんっ！　やっ、ああっ、きもちいいっ……あッ、ああっ、やっ、好きっ……！
ame,fem_ame_01506,あっ、もっ、だめっ、あっ、やっ、ひゃんっ！　あっ、やっ、イジメな……あっ、やっ、イジメてっ！　かいちょーにイジメられるの好き……ああッ、やんっ！
ame,fem_ame_01507,あッ、やっ、ああッ、んっ！　すごっ、あッ、深っ……ああっ！　深いの、いいっ……あっ、やッ、あっ、やあんっ！
ame,fem_ame_01508,やっ、やあっ、エッチ好きっ……！　かいちょーと、エッチするの好きっ……ああっ、あッ、やっ、ああっ、あっ、エッチ、好きになっちゃった……やあんっ！
ame,fem_ame_01509,ああっ、やっ、あッ、やあっ、これ、ずっとしてたいっ……ああッ、やっ、でもっ、ああっ、やっ！　ずっと、してたいのに、これ以上、我慢できないっ……！
ame,fem_ame_01510,だっ、大丈夫……！　今日、するのわかってたからないだから準備してた……！
ame,fem_ame_01511,今日は私の中で出しても大丈夫だから……んッいちょーの気持ちいいようにいっぱい出して……！
ame,fem_ame_01512,うん、いいよっ……！　かいちょーの好きなようにして……！
ame,fem_ame_01513,あっ、やっ、ああッ、あっ、んッ！　あっ、はげしっ、ああっ、あッ、やっ！　ああッ、あっ、はあっ、あっ、やあっ！
ame,fem_ame_01514,やっ、あっ、すごっ！　あっ、こんなっ、懸命になってるかいちょー見るの、好きっ……あっ、ああっ、やっ！　ああっ、んッ、あっ、すごっ……深いよおっ！
ame,fem_ame_01515,あっ、やあっ、すごっ、ああっ、んっ！　やっ、ああッ、もっ、ああっ、やっ！　我慢、できなっ……ああっ、やっ！　あっ、ああっ、あああああっ！
ame,fem_ame_01516,出してっ、いいよっ……！　あっ、やあっ、いっぱい出して……きもちよくなって！
ame,fem_ame_01517,あっ！　やあああああああっ！　あっ、出てるのわかっ……やあああああんっ！
ame,fem_ame_01518,ひうっ、うッ、いっぱい出て……あっ、ああッ、おなかのなか……かんじる……あああっ、あっ、やっ、ああっ……
ame,fem_ame_01519,あっ、すごおっ……はあッ、はっ、ああっ……あっいちょー、気持ちよさそうな顔……よかった……
ame,fem_ame_01529,えっ
ame,fem_ame_01530,えっ……と、かいちょーにしてもらってるとき、何度かおしっこ我慢してるみたいになって……
ame,fem_ame_01531,あっ、だ、だいじょぶ！　ちゃんと最後まで我慢できたと思う……でも、事前にお手洗いは行ったのに、おかしいなって……
ame,fem_ame_01532,それに、いつものおしっこしたい感覚ともちょっと違うかんじで……無理やり出させられちゃうような……それも全身から……
ame,fem_ame_01533,もしかして、これがイクって感覚なのかなって……
ame,fem_ame_01534,でっ、でも、これが本当にイクって感覚なのかわからないしね！　ほんとにおしっこ出ちゃっても困るし……
ame,fem_ame_01535,で、でも、ちょっと怖い気持ちもある、かな……やっぱり、おしっこだったら困るし……
ame,fem_ame_01536,か、かいちょーはそう言うけど、かいちょーにおしっこかけるの、すごく申し訳ないし、やっぱり恥ずかしいし……かけていいって言われても、ちょっと悩む
ame,fem_ame_01537,えっ！　そうなの！？
ame,fem_ame_01538,私がイクと、かいちょーも気持ちいいんだあ……えーっ……そっ、それはがんばってみたいかも……
ame,fem_ame_01539,う、うん。かいちょーが喜んでくれるなら……うーっ心配ではあるけど、イケるときは我慢せずにイク努力してみる……
ame,fem_ame_01540,えへへ、かいちょー優しい……ねねね、キスしてもいい？
ame,fem_ame_01541,えーっひどーい！　これ、かいちょーがかけたんだよー！？　自分で出したものなのにひどーい！
ame,fem_ame_01520,えっ、そうなの！？　えっいいよ……でも、どうして？
ame,fem_ame_01521,えっ！　それいい！　んッ、だったら私の身体にかけてっ……！　いっぱいかけて、かいちょーのものにして！
ame,fem_ame_01522,あッ！　やっ！　ああッ、すごっ、深っ……！　ああッ、やっ、あんっ！　やんっ！　かいちょー、激しっ……んっ！　やんっ！
ame,fem_ame_01523,やあっ、あッ、きもちいいっ……あっ、すごっ、やあっ、これ、我慢できなッ……ああッ、やあっ、好きっ、好きな気持ちが……ああっ、止まらないよおっ！
ame,fem_ame_01524,ひうッ、あっ、ああッ、やっ！　あっ、んッ、くっ……ンっ！　あっ、はッ、ああっ、あっ、やっ！　やっ、いっぱいかけて……かいちょーのものにしてっ！
ame,fem_ame_01525,わっ、すごおっ……！　さっきより出てる、いっぱてる……！　やっ、もっと出していいよっ……！
ame,fem_ame_01526,もっとおなかにいっぱいかけて……へへっ、かいちょーのものになるなら、いっぱいおなかに塗っちゃおうかなあ……
ame,fem_ame_01527,あっ、ねえ……こうやってふとももにも伸ばしたらエロくない！？　私のふともも、かいちょーのものだし
ame,fem_ame_01528,えーっいっぱいしていいよ！　今日は時間までいっぱいしようよ！　腕にも背中にもお尻にもかけて、身体中かいちょーのものにして欲しい……
ame,fem_ame_01529,えっ
ame,fem_ame_01530,えっ……と、かいちょーにしてもらってるとき、何度かおしっこ我慢してるみたいになって……
ame,fem_ame_01531,あっ、だ、だいじょぶ！　ちゃんと最後まで我慢できたと思う……でも、事前にお手洗いは行ったのに、おかしいなって……
ame,fem_ame_01532,それに、いつものおしっこしたい感覚ともちょっと違うかんじで……無理やり出させられちゃうような……それも全身から……
ame,fem_ame_01533,もしかして、これがイクって感覚なのかなって……
ame,fem_ame_01534,でっ、でも、これが本当にイクって感覚なのかわからないしね！　ほんとにおしっこ出ちゃっても困るし……
ame,fem_ame_01535,で、でも、ちょっと怖い気持ちもある、かな……やっぱり、おしっこだったら困るし……
ame,fem_ame_01536,か、かいちょーはそう言うけど、かいちょーにおしっこかけるの、すごく申し訳ないし、やっぱり恥ずかしいし……かけていいって言われても、ちょっと悩む
ame,fem_ame_01537,えっ！　そうなの！？
ame,fem_ame_01538,私がイクと、かいちょーも気持ちいいんだあ……えーっ……そっ、それはがんばってみたいかも……
ame,fem_ame_01539,う、うん。かいちょーが喜んでくれるなら……うーっ心配ではあるけど、イケるときは我慢せずにイク努力してみる……
ame,fem_ame_01540,えへへ、かいちょー優しい……ねねね、キスしてもいい？
ame,fem_ame_01541,えーっひどーい！　これ、かいちょーがかけたんだよー！？　自分で出したものなのにひどーい！
ame,fem_ame_00997,えーっ私見送るためだけに電車乗らせて、しかも引きかえさせるの悪いよ。今日はありがと！　楽しかった！
ame,fem_ame_00998,また今日みたいに、放課後いっしょにいられたらいいね。月に１回くらいでさー
ame,fem_ame_00999,わ、私も。好きな人と過ごす時間って、こんなに幸せなんだーって思っちゃった
ame,fem_ame_01000,実はねー、私、かいちょーと付きあいたいと思ってたし、そのためにがんばってたつもりではあるんだけど……付きあったあとのことまでぜんぜん考えてなくて
ame,fem_ame_01001,でも今日、付きあったあとまでがんばらなくていいんだってわかった！　好きな人とただいっしょにいるだけで、どんどん深くまで相手を好きになれるんだね
ame,fem_ame_01002,あっもちろん、かいちょーに綺麗だって誉めてもらった身体とか足は、がんばって維持しようと思うけど……
ame,fem_ame_01003,うん！
ame,fem_ame_01004,かいちょーのバス、そろそろだっけ？
ame,fem_ame_01005,でも、ひよりん待たせるくらいなら走るよね？
ame,fem_ame_01006,じゃあ、帰る前に言いたいことだけぱぱっと言うね。えっと、文化祭でかいちょーが着る服、完成が見えてきてよかったよね。おめでとう
ame,fem_ame_01007,かいちょーと舞台上がれるの楽しみだな……去年はクラスの出し物にちょっと参加して、だらっと回るだけだったけど、今年の文化祭は一生の思い出になりそう
ame,fem_ame_01008,ただ、うん……さっき、かいちょーと付きあうためにがんばったって言ったけど、生徒会の一員としては、みんなほど貢献できてないなって思ってて
ame,fem_ame_01009,う、うん！　そっちはがんばった！　生徒会のお仕事でかいちょーに『助かった』って言ってもらえたのは嬉しかった！
ame,fem_ame_01010,でも、衣装製作の面では、ほんとに一からだったし……やっぱりもっと貢献したかったなとは思ってて
ame,fem_ame_01011,うん、自分で提案した企画なんだよね。だからこそなんだけど、だから私、えっと……
ame,fem_ame_01012,同じ舞台の上へ立つなら、かいちょーは、私のウォーキングとポージングを正面から見られないよね
ame,fem_ame_01013,製作で他のみんなほどお仕事できなかった分、文化祭の日は私の得意分野で貢献するね！　制服の着こなしなら任せて！
ame,fem_ame_01014,めいっぱい最高のモデル務めるから、来場者席が湧くの楽しみにしててね！
ame,fem_ame_01015,うん！　でも、舞台の上で笑っちゃわないようにね
ame,fem_ame_01016,えーっ舞台の上で恋人だって言うのはヤバいね！　でも舞台が終わったら私もインちゅたで『好きな人と文化祭のステージに上がるの最高！』って自慢したい！
ame,fem_ame_01017,うん！　絶対完成させようね！
ame,fem_ame_01018,かいちょーと付きあってから……ううん、かいちょーを好きになってから、いいことしかなかったよ。ありがとう
hiy,fem_hiy_01506,ぎえーっ！　ここここのかわいいひよこたち、羊毛フェルトで作られたんですか！？　かわいすぎる……ぎょええええ……殻の帽子かぶってる子までいる……！
asu,fem_asu_00209,このぬいぐるみも、みなさんのお手製なんですかよこさん、かわいいですね。買わせてもらいたいくらいです
hiy,fem_hiy_01507,なんだって！？　ななななひよこのぬいぐるみう見えて私はひよこに目がない女……ぎゃぎゃぎゃわいいいいい……！
sgb,fem_sgb_00014,皆さん、ありがとう。ぬいぐるみは毎年、展示品の中でも人気で……今年はひよこを作ってよかった
sgb,fem_sgb_00015,最近は造形もやりたいと考えていて……レジンのアクセサリーに挑戦したりもしているんです
ame,fem_ame_01019,えーっ綺麗！　すごーい！　私、生徒会の任期終わったら、手芸部に入部しようかなあ……
kan,fem_kan_00499,アメリは放課後忙しいでしょ。ま、気持ちはわからなくもないけどね。最近はＳＮＳ上で手芸やってる子たち多いし、人気あるよね
sgb,fem_sgb_00016,あ、私たちこそ、常磐さんには型紙の引きかたを教わりたいくらいで……ドールの衣装を縫いたいとずっと思っていて
kan,fem_kan_00500,えっ！？　あ、え、ええと、私でよければ……あの、今回お世話になりましたし。ほんと私、素人ですけど……
sgb,fem_sgb_00017,皆さんのお手伝いをさせてもらって、私たちも勉強になりました。来年までに洋裁の本も購入しようと考えています
kan,fem_kan_00501,それなら私がいつも参考にしてるサイトお教えしますね。あと、私が使ってた本も、部屋のどこかにしまってあると思うので……差しあげます
sgb,fem_sgb_00018,えっ、そこまで……？　ありがとうございます、皆さんのお手伝いができてよかった
sgb,fem_sgb_00019,でも、本当によかったです。皆さん、がんばっていらしたので、無事に完成するところまで漕ぎつけて――
shi,fem_shi_01788,和泉君、探したぞ。生徒会室を空にして何をしている。和泉先生だけではなく、私にも居場所を伝えておけ
shi,fem_shi_01789,むっかー。せっかく君の代わりに莉々子さんをここまで案内してやったというのに。もういい、私はここで役目を放棄する
rir,fem_rir_00055,いえ、ここで案内を放棄されても……残された私たちにどうしろとおっしゃるの？
rir,fem_rir_00056,お久しぶりです、和泉会長。今日はてっきりお招きいただけるものと考えていたもので、お声がかからず残念です
rir,fem_rir_00057,つまり直接見せるまでもなく、千玉学園文化祭の噂が、私たちの耳へ入るほど評判になる自信があったと考えてよろしい？
rir,fem_rir_00058,そこまで御大層なものを見せていただけるのかと思ったら、居ても立ってもいられずに、皆さんを誘って見学に来てしまいました。本日はどうぞお手柔らかに
rir,fem_rir_00059,ただ、ええ……アーチは気に入りました。ライ＝レ＝ローズの薔薇園を意識したのですか？　学園の顔としては、それなりにご立派だったのではありません？
rir,fem_rir_00060,とはいえ誉められるのはアーチくらいのもので、各教室を覗いた限り、クラス展示のレベルが他校よりも高いとは、とても思えませんでしたけれど……
rir,fem_rir_00061,あら、このドイリー、随分と独特な柄で……このレースは生徒会の皆さんが編まれたの？
rir,fem_rir_00062,まあ！　私も趣味でレース編みを嗜んでいるのですけれど、ここまで素敵な柄のドイリーはなかなか……貴女がお編みになられたの？
sgb,fem_sgb_00020,は、はい、私が部長で……和風のレースも面白いかと思って、武将の家紋をモチーフにデザインしました
rir,fem_rir_00063,まあ素敵！　まあ！　まあ！　ここまで凝った柄を自分のデザインで……まあ、３ヵ月で！？　まあ！
shi,fem_shi_01790,それでは莉々子さん、体育館へ案内しよう。このあとで和泉君率いる生徒会はステージで出し物をする。ぜひ観てやってくれ
rir,fem_rir_00064,ごめんなさい詩桜さん、ちょっとお待ちになってあ！　こちらのブローチも皆さんが！？　まあ！
kan,fem_kan_00502,無理無理無理。無理無理待ってむり待って無理無理ムリムリ。え待ってほんと無理なんだけどやっぱり私、ここで待ってちゃダメ？
ame,fem_ame_01020,かのちん、イベントでは堂々としてるのに、どうしてそんなに緊張してるの？
kan,fem_kan_00503,だだだだってイベントは私の土俵だけど、今日は違うでしょ。むしろアウェイじゃない敵地じゃない。みんな私のこと白い目で見るに決まってるわよ
ame,fem_ame_01021,えーっ……かいちょーはどう？　緊張してる？
kan,fem_kan_00504,そうわよ、わかるわよ……私も同じ気持ちわよ…うしろって言うのかしら……
ame,fem_ame_01022,じゃあ緊張しないように、３人で手を繋いで出る？
ame,fem_ame_01023,ファッションショーのエンディングなんかだと、出演者同士で手を繋いで出てったりするけどなあ
ame,fem_ame_01024,こっちでドキドキすれば、緊張のドキドキはなくなるかなって
ame,fem_ame_01025,キスとかしたほうがいい？
ame,fem_ame_01026,うん、キスはしないよ。だけどもう緊張消えたっぽいね？
ame,fem_ame_01027,一度意識が逸れると、緊張って忘れるよね
ame,fem_ame_01028,うんうん！　終わったらまたお城観にいこ！
kan,fem_kan_00505,あんたたち見てたら冷静になった。ていうかごめんね、なんか
kan,fem_kan_00506,まあ、まだちょっとは緊張あるけど、普段の自分は取りもどせた
j1c,fem_j1c_00001,それでは次の演目に移ります。生徒会による『ファッションショー』をご覧ください
rir,fem_rir_00065,ファッションショー……？
ame,fem_ame_01029,行こう！
asu,fem_asu_00210,こんにちは皆さん、千玉学園生徒会です。今日は私たちのファッションショーを観にきていただき、ありがとうございます
asu,fem_asu_00211,私たち生徒会は今年の文化祭において、生徒の代表として、学園側にある提案をいたします
asu,fem_asu_00212,私たち生徒会には、制服の改善について、毎年多く望が寄せられています
asu,fem_asu_00213,ですが学園側に要望を出しても、毎回『検討します』で済まされ、まるで進展などないのがここ数年の現状です
asu,fem_asu_00214,そこで私たちはこの問題と真剣に向きあい、学園側に重い腰を上げさせるため、自分たちで新制服のデザインを起こし、手芸部の協力のもと縫いあげました
hiy,fem_hiy_01508,つまり私たちは、生徒の代表として、この文化祭で千玉学園に真剣勝負を挑みます！
hiy,fem_hiy_01509,それでは改めてご覧ください。いまステージ上で、３人の役員が着ているあの制服は――
hiy,fem_hiy_01510,都内でも人気のあるダマ学の制服に似合う『コート』です！
hiy,fem_hiy_01511,千玉学園の制服は十数年前に今のデザインへ変更されて以降、在校生だけでなく学園外からも評判を得て、高い人気を博しています
hiy,fem_hiy_01512,ですがコートは変更前のままです。そのシンプルなデザインは永く愛され、親しみを抱く先生がた、卒業生の先輩がたも数多くいらっしゃると思います
hiy,fem_hiy_01513,とはいえ、そろそろ現在の制服に合わせ、多分にデザイン性を求めたコートを採用しても良いのではないでしょうか！　その一例を私たちは提案します！
hiy,fem_hiy_01514,まあ平たく言ってしまえば。『かわいいコート着させろ！』です！
hiy,fem_hiy_01515,生徒会に寄せられた制服改善の要望の多くは、私たち女子生徒からのものでした。ですから、女子のコートは２着用意しています
hiy,fem_hiy_01516,では実際に着用している生徒の感想を聞いてみましょう！　男子用のコートを着ているのは、今回の企画を承認した和泉智宏生徒会長です。感想を、どうぞっ！
ame,fem_ame_01030,このコート、インちゅたに上げたら絶対映えるよ☆
hir,man_hir_00096,これは僕が引いて、製作に使用した型紙です。縫製は彼女が主体となって進めてくれました
hir,man_hir_00097,こっちは工程表です。その場の進行具合を確認するため、製作中の衣装の過程は、箇所箇所で画像に残しておきました
rir,fem_rir_00066,まあ！　本当に自分たちで型紙を引いて、このコートを一から縫いあげたの……？　外部の人間の力を借りずに？　まあ！
rir,fem_rir_00067,それも、シンポジウムは６月でしたから……３ヵ月の期間で！？
kan,fem_kan_00507,ほ、縫製は全員で行いました。和泉……会長も、初めての洋裁と言ってましたけど、すごくがんばってくれました
rir,fem_rir_00068,まあ！　襟の縫いあわせを見ても、袖の仕上がりを見てもわかる、この丁寧な縫製……皆さん、本当にお疲れ様でした
rir,fem_rir_00069,我が百合ヶ峰学園においても、やれ人気ブランドのカーディガンを着させろだの、やれブーツを履かせろだの、制服についての要望は数多くあります
rir,fem_rir_00070,その度に生徒手帳を見せ『指定の制服以外は着用を認めません』と門前払いしてきましたが……それで彼女たちと本当に向きあえたのかと言えば疑問が残ります
rir,fem_rir_00071,果たして、彼女たちの望むものを自らの手で作り、それを実際に着てみせるほどの熱意が、当時の私にあったかどうか……本日は大変勉強になりました
rir,fem_rir_00072,皆さんも勉強されましたよねえっ！？
tza,fem_tza_00007,賢人と愚人との別は学ぶと学ばざるとによって出来るものなりと心得ました！
tzb,fem_tzb_00008,正直あのコートは着たいと思いました！
rir,fem_rir_00073,和泉会長の企画を、私は大変楽しませていただきました……いつかの非礼はお詫びしましょう。千玉学園の文化祭には、見るべきもの、学ぶべきものがありました
rir,fem_rir_00074,では、私はこちらの展示をもう少し見学していきますのでごきげんよう。華道部にも寄りたいので、お見送りは結構です。ねえ貴女、このくまちゃん可愛い――
mir,fem_mir_00250,みんなお疲れっしたー！　まだこのあと運営あるけど、ひとつ大きな山乗りこえて、とりま安心したっしょ？
mir,fem_mir_00251,ひとまず休憩回していきますか！　モデル務めたトモすけ、かのちん、アメリ、向こうの部屋でお弁当食べなよ
ame,fem_ame_01031,あ、私、クラスのほう見に行こうと思ってて……みんなステージ観に来てくれたから、早く戻ってこいってせっつかれてて
mir,fem_mir_00252,マ？　でもアメリは生徒会の活動もしてるんだし、クラスの出し物は他のみんなに任せてもいいよ？
ame,fem_ame_01032,うーんでも、みんな楽しんでくれたみたいで、私いなくてどーすんだってくらい盛りあがっちゃってて……休憩は適当に教室でとりまーす！
hir,man_hir_00098,こっちこそ雑に参加するだけのつもりだった文化祭が、いい思い出になったよ。まだやることあるみたいだけど……お疲れ様、生徒会長
kan,fem_kan_00508,ていうか和泉さ、めっちゃ緊張してなかった？　右手と右足同時に出てたんだけど
kan,fem_kan_00509,は！？　ムカつくんだけど！　なんで人前へ出るの慣れてる私が、あんたより緊張しないといけないの。そりゃ、アメリよりは固くなってただろうけど……
kan,fem_kan_00510,それ言ったら、あんたこそひよりんにコメント求められたとき、目が泳いでたんだけど。正直に言うけど、ごめん笑った
kan,fem_kan_00511,まあね。自分が喋りおえた次に、こっちへマイク渡してきたら、受けとると同時に和泉の顔へ投げつけようと思ってた
kan,fem_kan_00512,ただ……慌ててる和泉は面白かったし、私にはマイク回ってこなかったし、きちんと締めたアメリは可愛かったし。ステージに立つのも、少しは楽しかったかな
kan,fem_kan_00513,ま。次やれって言われても、二度とごめんだけど
kan,fem_kan_00514,一応感謝はされておくけど……別に和泉のためだけにやったわけじゃないんだけど。生徒会の仕事だったのと、あとアメリのためなのもあるし
kan,fem_kan_00515,私の頑張りが必要だったのなら、それこそアメリに感謝しなさいよ。無条件でデザイン受けたのは、あの子が私のイベント手伝ってくれたお礼が大きいんだから
kan,fem_kan_00516,あとは……あの子の恋が実ったご祝儀もあるかな。なんかうん、ああいうまっすぐな子は幸せになって欲しい
kan,fem_kan_00517,ばっ……！　と、友だちって。まあ、他に言いかたないけど
kan,fem_kan_00518,ていうか、あんたはどうなの。新川君ともう友だちなんじゃないの？
hiy,fem_hiy_01517,お兄ちゃん、今日は本当にお疲れさまー。はい、お水をあげるので、ここで少しお休み
hiy,fem_hiy_01518,ああいや、さほど大変なことには。ミリさんと詩桜先輩が気遣ってくださって、連絡係の中継に回してくれたので
hiy,fem_hiy_01519,あ、帰りが徒歩だとちょっと怖いので、ミリさんが車で送ってくれるって。一度自宅戻るね
hiy,fem_hiy_01520,食べるわ！　今日だけは節制忘れてめちゃくちゃお肉食べるよ！　でも資正が心配なので様子見てくる
